"","wave","day","amp","phase","cvel","amp_std"
"1594",4,160,1.70945418432955,1.82560596541474,8.44934893125295,-1.29335228328982
"1595",5,160,1.96351284622809,0.626327856455105,11.1513577503877,-1.03330652248986
"1596",6,160,3.39227520998329,0.455342283568454,3.44369495785457,-0.329916604856367
"1597",7,160,3.31982086023519,-1.69872959267065,-0.621775113367701,-0.0907749874997473
"1598",8,160,0.717965867913453,-1.07774430093742,9.57624358826209,-1.24015407050001
"1599",9,160,2.09748183807947,-2.14958601447641,4.17443166034678,0.4958271841904
"1600",10,160,1.21823952895272,-1.92276147965438,0.665927654685872,-0.00149590175232675
"1601",1,161,1.35150330281822,-2.29634238841632,-2.7937044056356,-0.0446694965897296
"1602",2,161,0.890286199146786,-0.827301511742353,15.1498448443311,-1.17630162926084
"1603",3,161,4.06136730613894,-2.60486965440742,2.71258974381525,0.391301574407285
"1604",4,161,2.28625695956712,1.39554665619337,2.75798778603299,-1.02380669058839
"1605",5,161,3.44153389911403,0.0409977989868227,2.96720666123722,-0.429471319972777
"1606",6,161,3.2214830832237,0.143882140122739,1.59912076405316,-0.413394662990463
"1607",7,161,3.84716811411174,-1.70455386146856,0.823944099378723,0.240074847573147
"1608",8,161,0.925666453017337,-2.44243378173141,8.18467078351519,-1.05614518577072
"1609",9,161,1.30375567691367,-3.01172044360296,2.92129189719055,-0.378607995466637
"1610",10,161,1.13757423413822,-2.04101659650458,1.97548156996811,-0.128028294688773
"1611",1,162,1.05930952972916,-2.21827126582296,-5.26530062939191,-0.496632428545226
"1612",2,162,0.267675890110609,-1.89986362264545,37.8713089470098,-1.75397550540991
"1613",3,162,4.43354048144488,-2.74925451336494,1.76188806291537,0.61912888408888
"1614",4,162,3.17760356275735,1.34471748625481,-0.675076583730467,-0.607271682828832
"1615",5,162,4.92586843191823,-0.0875134103476536,0.0516688692521965,0.176943210773485
"1616",6,162,3.22692283051079,0.0418991761885956,0.833536249315313,-0.410735878016691
"1617",7,162,3.93994324671452,-1.91242404059756,2.06786218655268,0.298280587898628
"1618",8,162,0.90167517964153,2.59103985919909,6.63151857139764,-1.07739985606887
"1619",9,162,0.56514863239519,3.12191761093263,0.451414787951663,-1.19231934236347
"1620",10,162,0.899034082197516,-2.26860760435267,-6.82152389836847,-0.502204776729686
"1621",1,163,0.817307962075672,-2.09042689356647,-7.00074007603146,-0.870958468755386
"1622",2,163,0.694089709473189,2.78500189253875,24.0211712617613,-1.35833778419062
"1623",3,163,4.55961271836615,-2.803208453551,-0.0576651209449213,0.696304512181108
"1624",4,163,4.13762084080369,1.44393684322038,-1.48124737599511,-0.15864619535951
"1625",5,163,6.6157849788313,-0.0557803989755064,-0.138797743937634,0.867346840917833
"1626",6,163,3.25377129225767,-0.0809419452078221,0.921258579605333,-0.397613156887563
"1627",7,163,2.94133712108025,-2.14082008142533,-0.678263074261841,-0.328230064314271
"1628",8,163,0.858104505425111,1.70418758451921,5.22999046246896,-1.11600057144701
"1629",9,163,0.814440383465709,2.83314847236457,6.26918901805439,-0.91767868189413
"1630",10,163,0.11811708130178,0.191974560105334,-4.89961129828624,-1.72715904033616
"1631",1,164,0.714321610536642,-1.94402117793518,-7.72931546510427,-1.03025691273281
"1632",2,164,1.10141426473418,2.54955471162632,1.85464712289665,-0.980411573729112
"1633",3,164,4.60812098425711,-2.74640047314787,-1.63573007214519,0.72599904270758
"1634",4,164,5.14394979673772,1.56191520380133,-1.54361684778853,0.311621193295348
"1635",5,164,8.40169672491745,-0.0856330630040623,0.395874526809538,1.59696864080352
"1636",6,164,2.97427339958331,-0.137885804583799,-0.710697646055095,-0.534223326078027
"1637",7,164,1.64782679210556,-1.70016983301254,-4.2838451377376,-1.13975923387082
"1638",8,164,1.00025421579943,0.899252329590523,4.11133858874829,-0.990065395783022
"1639",9,164,0.620484466871124,1.60624465942331,-6.88875798671211,-1.13135675510243
"1640",10,164,0.602390076909309,-0.499675670056816,0.740860617479178,-0.967523547654492
"1641",1,165,0.76489367327059,-1.78961967908713,-7.11749870426452,-0.952032460833536
"1642",2,165,1.06563483270733,2.36463630525341,6.80338555112069,-1.01360865203859
"1643",3,165,4.68452300776909,-2.62373167720667,-2.28816874096598,0.772768849415591
"1644",4,165,5.66306221327299,1.70512160087979,-2.47378708860744,0.554207515693048
"1645",5,165,9.00740798154781,-0.111220580647624,-0.177138362138527,1.84442775419038
"1646",6,165,3.38044823367175,0.0378208688893363,-0.465942640750658,-0.335697275399071
"1647",7,165,2.60182019563395,-1.15081757897034,-1.7522190398492,-0.541237940931869
"1648",8,165,1.31135246314727,0.390468371492701,2.82719004175185,-0.714453068995009
"1649",9,165,0.177263780638102,-1.53843006024623,-6.49678393419207,-1.61964576377596
"1650",10,165,0.735915069440559,0.301678329896564,-2.62658785327381,-0.758074901112585
"1651",1,166,0.956462994900781,-1.67468858170817,-3.69268229609457,-0.655714605181232
"1652",2,166,0.746687029109434,1.91438969064899,18.3168021406922,-1.30953663671788
"1653",3,166,4.93771772837804,-2.49614298454499,-1.50880479876324,0.927763018392171
"1654",4,166,5.96004858615065,1.94606103043348,-2.87683200809806,0.69299215983521
"1655",5,166,9.17694722808633,-0.0539778882285862,-0.569570617171084,1.91369183203845
"1656",6,166,4.07599926630445,-0.0357277956815677,0.0898859049182583,0.00426716347154136
"1657",7,166,3.2663918566879,-1.2196775460356,0.66316054864014,-0.124295550813171
"1658",8,166,1.0746420235407,0.00841505896697571,1.18468158329271,-0.924162752643708
"1659",9,166,0.559959114109785,-2.81101194822675,5.29066135419473,-1.19803655010621
"1660",10,166,0.361276640453447,0.394602082355196,-2.06256935530852,-1.34573650967304
"1661",1,167,1.05351522691458,-1.65118460865176,1.44848673838532,-0.505595008620173
"1662",2,167,0.65148596350047,0.983107213708351,21.6302027337432,-1.3978666366965
"1663",3,167,5.45606075384417,-2.4555922409978,0.118913282057774,1.24506879113383
"1664",4,167,6.58812130705401,2.13223187381288,-1.53738250448828,0.986496700873116
"1665",5,167,9.02816183891111,-0.0160033324304403,-0.169000627711572,1.85290659800624
"1666",6,167,4.18327813422171,0.0625292793445245,-1.20694877779371,0.0567018496743918
"1667",7,167,3.75059388996572,-1.25304987051116,0.625130337390972,0.179485613636444
"1668",8,167,0.917389738403883,0.0286337155394478,-1.20275612684597,-1.06347780365661
"1669",9,167,0.312318562344404,-2.61496375955857,-3.73124143560993,-1.4708581112039
"1670",10,167,1.12771628665795,1.01574603358884,0.242821177075269,-0.14349157027698
"1671",1,168,1.09218718448198,-1.72652960254899,5.78456192106122,-0.445777541800683
"1672",2,168,0.986372884881121,0.326541985332692,10.9506488200164,-1.08714992812631
"1673",3,168,5.73188199932617,-2.49221527350511,0.589396837073762,1.4139138785304
"1674",4,168,6.56904267460905,2.20536755766012,-0.873506561525809,0.977581068856279
"1675",5,168,7.82348923100844,-0.0102682019757906,-0.212184717063884,1.36074599803417
"1676",6,168,5.39825878103719,0.189764173177318,-0.147481881231156,0.65054787168353
"1677",7,168,4.05729279794631,-1.39921025246885,1.15229052875713,0.371903953499782
"1678",8,168,1.29143808412568,0.288776058900242,-0.895070351846023,-0.732095882432469
"1679",9,168,0.451447177288952,-1.81308808854001,-3.21688522919073,-1.31758238292781
"1680",10,168,1.34198407540184,0.24178026561638,3.97838112995786,0.192611038674155
"1681",1,169,1.1280800817794,-1.85524192680987,4.92827285225837,-0.390258702615917
"1682",2,169,1.45257375468746,0.0882280681426793,2.77121810547211,-0.654596757039255
"1683",3,169,5.70044052711996,-2.50633060879171,-0.176050092825946,1.39466685456291
"1684",4,169,5.46949131232189,2.29744956344974,-0.728133597133907,0.463749935621379
"1685",5,169,5.9702134151271,0.0347991267869526,-0.146288228184212,0.603603076816877
"1686",6,169,6.53770202628835,0.0964056223524089,0.875144444717067,1.20747348220344
"1687",7,169,3.67635003938509,-1.53242207270004,0.322741060531236,0.132906124430405
"1688",8,169,1.73616028375628,0.314305616138263,-0.596780505357171,-0.338101633800698
"1689",9,169,0.8691844319087,-1.64857978824053,0.840762721674152,-0.857368055663681
"1690",10,169,1.24939669605478,-0.335662608634683,3.03185986719303,0.0473775440041272
"1691",1,170,1.1861436834406,-1.91298537735456,2.08331336974916,-0.300446399741511
"1692",2,170,1.97084944669741,0.0338809595074331,1.12761063098015,-0.173727225051099
"1693",3,170,5.55246425435281,-2.4758908485731,-0.534879687810119,1.3040825826214
"1694",4,170,3.68038784717124,2.42569249477839,-4.96890258911681,-0.372315656676765
"1695",5,170,3.76950064204986,0.0967441022451892,-2.53636611080166,-0.295482792371739
"1696",6,170,6.94530384215016,0.0220115542325748,0.397372205147071,1.40669699868304
"1697",7,170,3.15394761824279,-1.51062624468548,0.0779732518891144,-0.194841396024254
"1698",8,170,1.56067893993536,0.567992715330732,-2.88850301391567,-0.493566416680986
"1699",9,170,1.42917880609419,-2.05777628798354,3.35021045735917,-0.2404313775547
"1700",10,170,0.73623220274115,-0.828202323822602,-0.803146686874453,-0.757577442626926
"1701",1,171,1.21129635196326,-1.95504690987751,2.4891812508492,-0.26154045834575
"1702",2,171,2.55361547515531,-0.0223749853782477,0.685757373025506,0.366978101637778
"1703",3,171,5.36877617128041,-2.45228857535878,-0.194833654280276,1.19163718202918
"1704",4,171,1.52832338791829,-3.09031617562848,-15.1745411469246,-1.37799648052872
"1705",5,171,1.56882831791846,0.663807376409336,-10.492099627136,-1.19455213642538
"1706",6,171,7.18969164398552,-0.0139580741305424,0.603128459347601,1.5261464107604
"1707",7,171,2.75974244523045,-1.5998814860768,1.15489596297509,-0.442159866950709
"1708",8,171,2.86078613200501,1.11170620498835,-1.87317187360664,0.658241963259844
"1709",9,171,1.97573840130293,-2.74874731918926,3.92955194024985,0.361704423447071
"1710",10,171,0.591739563814383,-0.236900903721401,-0.0733214868470308,-0.984230049639032
"1711",1,172,1.20492133345293,-2.02286129499192,4.82525756065986,-0.2714012846965
"1712",2,172,2.93552566638225,-0.0147420220979795,-0.703875702878261,0.721324210760877
"1713",3,172,5.09120184324361,-2.44661985776162,-0.21328134805983,1.02171893807913
"1714",4,172,2.5999022711182,-1.70476617290632,-11.4173639306239,-0.877237161055116
"1715",5,172,1.93894466235968,1.96529614201419,-9.20647137043022,-1.04334368282171
"1716",6,172,6.21414366765668,-0.118511257324072,0.635700087483323,1.04932788155964
"1717",7,172,1.87250666568704,-1.80733691546729,1.26714951738594,-0.998798418066452
"1718",8,172,4.31053289819932,1.09861808244651,0.755486298053049,1.9426210392932
"1719",9,172,2.63557612728998,2.93579257876716,1.85452961765977,1.08863689549829
"1720",10,172,1.04908663730221,-0.903823915332966,2.77805592296091,-0.26683082926829
"1721",1,173,1.17808444315765,-2.13432116010056,4.71000370800396,-0.312912366517955
"1722",2,173,3.10517275822683,0.0297987886751275,-1.60269063653665,0.87872715077159
"1723",3,173,4.5773456595988,-2.41303573303873,-0.883285893471204,0.707159803647119
"1724",4,173,4.67694365697296,-1.3930441576327,-1.58629193688753,0.0933846449599985
"1725",5,173,3.42189737635539,2.33948876956107,-1.57002631256898,-0.437493684521337
"1726",6,173,4.33867239259779,-0.155601615064866,-0.0809916863238659,0.13265389254978
"1727",7,173,1.22627930690233,-1.95768289300145,1.66539420485389,-1.40423186538571
"1728",8,173,5.38047901124847,0.947619906931746,1.39540271448433,2.89052203285151
"1729",9,173,2.94736605324096,2.84137548698986,0.418914692502018,1.43213077695704
"1730",10,173,1.09634105161978,-1.11735055922896,0.281872979667896,-0.192707079591779
"1731",1,174,1.28743694164373,-2.18422363332248,-0.39947067582815,-0.143766818651121
"1732",2,174,3.10832891689354,0.111983027844766,-2.51536318153462,0.881655516049641
"1733",3,174,3.751445585722,-2.31607963100419,-2.83783298275113,0.20158174380305
"1734",4,174,6.91419453372731,-1.28630547123055,-0.609077853469574,1.13887391700479
"1735",5,174,4.7743148586917,2.40774210756017,0.38571922380091,0.115027054435426
"1736",6,174,2.32691413032956,-0.191860162539816,0.857768483434183,-0.850633079488256
"1737",7,174,0.750866258083289,-2.23523002458755,0.650638064173381,-1.70249895151735
"1738",8,174,4.98946795232305,0.711965930963511,0.844100215377338,2.54411227751212
"1739",9,174,3.91747498937031,2.70362129707162,0.712924354038643,2.50088398600487
"1740",10,174,1.82051276764733,-1.17628941699059,1.66011131165995,0.943235959314602
"1741",1,175,1.41216679521135,-2.11076768950354,-6.87695021054759,0.0491642959473254
"1742",2,175,2.98654657444119,0.218882907947035,-2.48224449693229,0.768662722981589
"1743",3,175,2.88636195627254,-2.04662017540056,-6.63705355483258,-0.327982687553526
"1744",4,175,9.06059456824342,-1.27190629464019,0.272053240942612,2.14190769963477
"1745",5,175,5.73278969745169,2.31138167003116,1.16305990113796,0.506605271295122
"1746",6,175,0.361024448753579,-0.717870210386505,15.2692550192577,-1.81150086793625
"1747",7,175,0.905709122914366,-2.21334042069159,1.66161501188692,-1.60535283780388
"1748",8,175,3.83578939375148,0.708984303083431,-0.549296110282504,1.52202991412988
"1749",9,175,3.90026075736459,2.58574736090169,0.669773080124751,2.4819193470739
"1750",10,175,2.06290041237663,-1.73727091945117,1.97549219966564,1.32344765724937
"1751",1,176,1.55370071286477,-1.93071164840929,-9.02577009764122,0.268087799064872
"1752",2,176,2.79384783206241,0.285454280621236,-0.065829945469423,0.589871868054495
"1753",3,176,2.52141248294845,-1.56716980841717,-7.51036322411564,-0.551387978944546
"1754",4,176,10.8184527431823,-1.32284899361394,1.00490280636368,2.96337206144162
"1755",5,176,6.32279914368916,2.20525845848751,0.990346416366212,0.747649519453941
"1756",6,176,2.09270118742866,2.90693176156851,13.29325821122,-0.965109326339846
"1757",7,176,1.28015480017191,-2.75490590296505,4.36898331119787,-1.37043118105165
"1758",8,176,3.45303159040741,0.817054573665866,-0.282477231960863,1.1829319935364
"1759",9,176,4.36395590821194,2.43719181186647,1.25031130141257,2.99276473982467
"1760",10,176,2.13353772688769,-1.86208226679439,0.0115610388270401,1.43425005940066
"1761",1,177,1.69070350995804,-1.76366815519287,-8.58024070006771,0.480002602059331
"1762",2,177,2.60704735261169,0.221056308108089,2.44609997570514,0.416553573344839
"1763",3,177,3.05503621957265,-1.22063025073233,-3.50413619634677,-0.224728057263207
"1764",4,177,12.1085234622157,-1.42311752484172,1.32452890002855,3.56623475821938
"1765",5,177,6.47503882106595,2.12118952195514,0.612398423040373,0.809845978861914
"1766",6,177,4.54318721856801,2.73308326961251,-0.685463921323511,0.232614592469264
"1767",7,177,1.48623934156935,2.97140545046842,3.21383288705958,-1.24113680048705
"1768",8,177,3.29441437197819,0.729223606692541,1.48923022194979,1.04240770253633
"1769",9,177,4.50312169895111,2.16276320682288,1.16919340758244,3.14608142406799
"1770",10,177,2.50810679338124,-1.84247600182852,0.271097529836098,2.02180286525593
"1771",1,178,1.81320285974994,-1.5827664083106,-9.3212221274688,0.669483591709696
"1772",2,178,2.36539240171694,0.0976383216161233,4.18461514293376,0.192339887596392
"1773",3,178,3.79547569764924,-1.13847351011252,-0.299732945457095,0.228534954326929
"1774",4,178,12.6583205717594,-1.52721179987491,1.28651427146141,3.82316033853833
"1775",5,178,6.25089127279846,2.07964282837268,0.367383896600506,0.718272059845313
"1776",6,178,6.2538963038118,2.65665704896873,0.579087854997049,1.06875777528426
"1777",7,178,1.76940893824805,2.63134990002435,2.42116779167095,-1.06348040108398
"1778",8,178,2.71029730076359,0.329232094592236,3.65808274402717,0.524918881925734
"1779",9,178,3.88742548446922,2.03183342855246,0.654169118047365,2.46777893604887
"1780",10,178,2.61685955020116,-1.99006632705403,0.820335465627488,2.1923935336531
"1781",1,179,1.91524947145561,-1.39516589253955,-9.04685586436196,0.827328453819616
"1782",2,179,2.24728932559144,-0.104554949373674,5.26238969206824,0.0827608125628348
"1783",3,179,4.29148097391249,-1.15068987289772,0.806371160782349,0.532166583839294
"1784",4,179,12.8263997146858,-1.62988748162548,1.27854654099395,3.90170537012589
"1785",5,179,5.84438204578448,2.04444030754891,0.159292555535803,0.55219554764695
"1786",6,179,7.14875213285766,2.57187803208735,0.863997897751125,1.5061364082225
"1787",7,179,1.71157485867752,2.31646511126941,0.774458441132149,-1.09976464367146
"1788",8,179,2.22695998987106,-0.322190102230202,3.00352036123711,0.0967142166335936
"1789",9,179,3.17856531771233,1.87901055645902,1.11558333594991,1.68683923971914
"1790",10,179,2.20564789817853,-2.10775977166787,0.0476727232669764,1.54736279951362
"1791",1,180,1.98262732099386,-1.22924074075664,-7.052810255359,0.931547958924805
"1792",2,180,2.34976731456424,-0.302332168357445,4.36475862352976,0.177842529409958
"1793",3,180,4.44203254537696,-1.22436650282139,1.46576679011862,0.624327335260701
"1794",4,180,12.8118358699416,-1.73673565083687,1.44636512530727,3.89489954267132
"1795",5,180,5.36610814889393,2.03398848191991,0.366108370142847,0.356800079616476
"1796",6,180,7.27118236921487,2.45470034961805,0.894293602915672,1.56597662792059
"1797",7,180,2.10668254670502,2.37350796381076,0.0489248422448492,-0.851879948228389
"1798",8,180,1.81146493675345,-0.541055068730711,-0.0654416103070344,-0.27138672683014
"1799",9,180,2.3759237260191,1.5861472179853,2.16670480105937,0.80258207550823
"1800",10,180,1.62800101052238,-2.00722720212928,-0.625637467052578,0.641260080425955
"1801",1,181,1.94273691093896,-1.11588383410969,-4.34871700598156,0.869845799790072
"1802",2,181,2.63302658891583,-0.442085990065191,2.34149934132973,0.440657777720191
"1803",3,181,4.67067716674079,-1.32473341401776,2.04059826645532,0.764293062010536
"1804",4,181,12.5280233642199,-1.86671668125201,1.83293178574662,3.76227117582737
"1805",5,181,4.76393500953534,1.94791361511613,1.23690376396196,0.1107864393879
"1806",6,181,6.8323736599748,2.36684441414248,0.48868384829948,1.35150011992996
"1807",7,181,3.20046031510401,2.21525850630726,1.79240293814564,-0.165660020806673
"1808",8,181,2.47961563038291,-0.441944471465243,0.428838372385908,0.320550286271519
"1809",9,181,1.37211758844303,1.01711667211402,5.04268962430327,-0.303294791348395
"1810",10,181,1.38494296865001,-1.86486495451266,-0.972078734187463,0.25999679078841
"1811",1,182,1.69937755339628,-1.04833758893231,-2.8529100071063,1.53063508558873
"1812",2,182,3.1487598156087,-0.498672107742107,1.08303689363455,1.76664277191889
"1813",3,182,5.09244199606482,-1.47100986686239,2.77474197590503,1.57668531673488
"1814",4,182,11.828079877079,-2.02746707665954,2.06229006059131,4.74686622327621
"1815",5,182,3.46464205428606,1.74861592744389,3.15255179416411,-0.530559739336854
"1816",6,182,6.65605731056657,2.30961302144777,0.867153782925855,1.07913761811231
"1817",7,182,3.83793267580652,1.90423814332749,2.45548818092423,0.405201661700815
"1818",8,182,3.92321102452291,-0.754981734948569,2.68647588331809,1.43500518178149
"1819",9,182,0.275753768928487,-0.163457401271695,6.68728712870191,-1.56169806901798
"1820",10,182,0.753839344206701,-1.55478312695265,-2.19659249528679,-0.655026778782545
"1821",1,183,1.2976920338093,-0.996043367896387,-2.43192363636627,0.584368447461124
"1822",2,183,3.87357742225338,-0.546605132879566,1.4528315674058,2.57342836438556
"1823",3,183,5.63913456719932,-1.64839711239331,2.89173219288767,1.96336595894746
"1824",4,183,10.6288786778913,-2.18868830064632,1.87879799260569,4.06333052863933
"1825",5,183,2.00152182421422,1.2520169261966,8.02213181033385,-1.23570321605436
"1826",6,183,5.68599422866768,2.11785798144131,2.30032692903986,0.647233510896063
"1827",7,183,3.16851010920255,1.58626887204822,1.54519238597963,0.0157830749664122
"1828",8,183,4.48707698262613,-1.20675422374209,2.36407804980278,1.9228102784959
"1829",9,183,0.423379444826322,-1.17958668851164,3.49425367194858,-1.38648649640781
"1830",10,183,0.175318818235189,-0.831055267165005,-7.39237554017219,-1.57087127437765
"1831",1,184,0.877910563299994,-0.958108925751619,-7.71912825031799,-0.404527545741546
"1832",2,184,4.50599386741378,-0.616430700294813,1.74632273725018,3.27736335674359
"1833",3,184,5.83314030129958,-1.80741916977299,2.30651271732649,2.10058798429734
"1834",4,184,9.02654666688864,-2.32434358445259,1.52202000370592,3.15001329303155
"1835",5,184,1.67904569926044,0.265864220181201,8.09822951926329,-1.39111897152999
"1836",6,184,3.9881281517852,1.71678730679665,4.98823196496443,-0.108712515493509
"1837",7,184,2.24929599111894,1.48424407876292,0.150874020909585,-0.518945033448549
"1838",8,184,4.06614472208245,-1.47970170969577,1.35293760119684,1.55865830387512
"1839",9,184,0.854426005894844,-1.48189731575077,1.89642353385118,-0.874892931306782
"1840",10,184,0.409741939911512,0.969149761090499,-3.68671927986252,-1.19976062922475
"1841",1,185,0.410714890022701,-0.980182736484067,49.7515082444657,-1.50511907205405
"1842",2,185,4.91188580096111,-0.683848561219022,1.74615169945333,3.72915669217365
"1843",3,185,5.70767334826387,-1.92516199531109,1.76232527711102,2.01184406397002
"1844",4,185,7.46527633844131,-2.43046052152831,1.13114849146286,2.26010090869264
"1845",5,185,2.49922675739317,-0.246860351381107,3.42140217948748,-0.995836812905778
"1846",6,185,3.0285502185546,0.950707867649633,6.8117463055101,-0.535948288393044
"1847",7,185,1.66346876814072,1.46219948460095,0.423610831742579,-0.859734275735446
"1848",8,185,3.56632225960954,-1.6814926224761,1.46891562302227,1.12625776409649
"1849",9,185,1.11009839483049,-1.95091885317975,2.45582482044553,-0.571444624865723
"1850",10,185,0.640275448646597,0.509921005450666,3.43164868478352,-0.834807554015022
"1851",1,186,0.104020181897849,-2.78187230560443,74.8107653850561,-2.22761205782867
"1852",2,186,5.05215370543414,-0.754842267315422,1.62194890649878,3.88528717710791
"1853",3,186,5.34305408129996,-2.0174217558045,1.0727936351922,1.75394553057655
"1854",4,186,5.77652698124868,-2.49433091379097,0.421830316702887,1.29752643351853
"1855",5,186,3.10261950127568,-0.483459447150775,1.59811327749336,-0.705034698012912
"1856",6,186,3.42810671485534,0.185821491476001,5.20499958411757,-0.358052546314681
"1857",7,186,0.969967781437045,1.16622254783559,6.57213322107723,-1.26315983623172
"1858",8,186,2.87724063805462,-1.94427118823235,1.22714187263722,0.530127562909229
"1859",9,186,0.724944673985861,-2.22052916236073,-1.20478996448551,-1.02856963862383
"1860",10,186,0.405066669959319,0.287508890788507,-4.49447732473451,-1.20716195736941
"1861",1,187,0.402008639231307,2.68785645735704,23.866172946685,-1.52562873512464
"1862",2,187,4.98662355496007,-0.812202846988664,1.31815939429334,3.81234636994487
"1863",3,187,4.90218615497078,-2.05418138036183,0.283337193843767,1.44211562491289
"1864",4,187,3.9026058646984,-2.45809539496944,-2.23741120710771,0.229405443509865
"1865",5,187,3.3388782405588,-0.619539316957617,1.45104625199813,-0.591170980323208
"1866",6,187,4.61899442715305,-0.279501709363957,3.13532321001137,0.172169976088617
"1867",7,187,0.928726909681155,-0.243229700026916,9.11284465423919,-1.28715060498687
"1868",8,187,2.24874341600675,-2.09107348445184,1.13102252331475,-0.0135905739634298
"1869",9,187,0.847484884811799,-1.76164286126113,0.457627218092002,-0.883131096742717
"1870",10,187,0.347276984656747,1.98657949748177,-4.83822864633078,-1.29864767448836
"1871",1,188,0.609505851185559,2.43436664912782,2.6125145834239,-1.03681925705661
"1872",2,188,4.70297064925728,-0.861439445941072,1.13562698088896,3.49661579788868
"1873",3,188,4.45343201121862,-2.06389864751648,0.170121315629055,1.12470772573193
"1874",4,188,2.64973954849336,-2.13875413250283,-4.9629285272299,-0.484718965567157
"1875",5,188,2.68374895042934,-0.78972728226424,4.27204759296843,-0.906907264906381
"1876",6,188,5.73737081153443,-0.598015441264133,2.0843048856021,0.670108061602034
"1877",7,188,1.10984207955354,-1.07134590607855,4.04147248879681,-1.18179172256128
"1878",8,188,1.88151561465221,-2.39027935630656,3.06318283659995,-0.331282377452615
"1879",9,188,1.22946446517297,-2.58103313392773,6.68474316264003,-0.42977335546218
"1880",10,188,0.809595126497559,1.95008768483094,0.267467779892962,-0.566760893621546
"1881",1,189,0.733461375418812,2.51951909776645,-10.4647728588943,-0.744812272801489
"1882",2,189,4.05915117388186,-0.90123564174061,0.888229698234141,2.77998823238727
"1883",3,189,3.90349398661927,-2.09211224038169,1.00894563266594,0.735731544680297
"1884",4,189,2.44326937003579,-1.74283804739213,-3.85709190554851,-0.60240541964125
"1885",5,189,1.04321477226008,-0.94838904122973,-16.5939007781873,-1.69755450652874
"1886",6,189,5.98616062828165,-0.786042498612095,1.03795305323228,0.780877500921754
"1887",7,189,0.181533705824693,-1.06407134862172,-10.9826096694075,-1.72181016978082
"1888",8,189,1.35186959556046,-3.06881776723369,4.42952217506373,-0.789483522342723
"1889",9,189,1.40575494261374,2.44088673459986,5.31312102098328,-0.220540567190504
"1890",10,189,0.707286021162429,2.14973173709649,-0.270782290722294,-0.728724431238626
"1891",1,190,0.89441687211077,2.78426732110521,-12.2980022009761,-0.365642974143522
"1892",2,190,3.08258197291872,-0.91970009575873,-0.269527799413707,1.69298102649033
"1893",3,190,3.25116060345632,-2.19786366119702,2.58816058899191,0.2743301925187
"1894",4,190,2.61249807214584,-1.5568177656168,-1.2573561999766,-0.505946327932833
"1895",5,190,1.16411458109508,2.03386410990305,-17.1214221816241,-1.63928744837165
"1896",6,190,5.22456206894458,-0.852421973328082,0.071679662656174,0.441788680858871
"1897",7,190,1.25599698261985,1.41785607903709,-9.32985945052501,-1.09677003575869
"1898",8,190,0.64045416989815,2.42312513061112,6.17268751875539,-1.40493488189403
"1899",9,190,1.5039396780719,1.91747461729654,1.3796754796722,-0.104008657674689
"1900",10,190,0.630240228643593,2.23736222361301,-4.22618305764865,-0.850694113936821
"1901",1,191,1.01800750984834,2.96490263816506,-6.23221570740974,-0.0744955675946797
"1902",2,191,2.02181412594541,-0.850136048178326,-3.09904267999774,0.512253339904915
"1903",3,191,2.77741480067384,-2.39639071904966,3.89152062159208,-0.0607545350554994
"1904",4,191,2.82250790265638,-1.5210606353782,0.161533365425661,-0.386242298720859
"1905",5,191,3.39592656446103,1.97236054982109,2.92988688553637,-0.563676825960137
"1906",6,191,4.09435297590381,-0.813785217199061,-0.731600264534678,-0.0614177171641622
"1907",7,191,2.35452980460722,1.14162952703513,4.03372352537158,-0.457728090713601
"1908",8,191,0.0185190303105205,0.974488346472322,16.1186939710042,-1.94297610704119
"1909",9,191,1.35454319452511,1.76896204609557,1.65183378718058,-0.281321937803399
"1910",10,191,0.0727681442689205,-2.65103335817213,-4.39594574069303,-1.73321723455574
"1911",1,192,1.03679731223278,3.03344141510376,-0.714500230569982,-0.0302316788896748
"1912",2,192,1.13457748508733,-0.582562768670074,-15.3185924997087,-0.475318888460845
"1913",3,192,2.63201972006372,-2.62677586589786,2.74513768220113,-0.163593801790373
"1914",4,192,2.92328997153247,-1.57669779260114,1.4659891510005,-0.328797274897646
"1915",5,192,5.3531247814927,1.94373734567282,0.510477069633032,0.379585065316731
"1916",6,192,3.4200981319159,-0.716302276832972,-0.453059718781768,-0.361618231813977
"1917",7,192,2.65143817872905,0.833858719670673,0.308188621093619,-0.285009623771724
"1918",8,192,0.253211735170317,-2.12448325677873,10.2601711756156,-1.73994150999367
"1919",9,192,1.31135709218217,1.31944750212542,1.72999860386973,-0.332577959903824
"1920",10,192,0.666224454665075,-2.65943857190095,2.29256052924591,-0.793728191639283
"1921",1,193,0.992508955499475,3.01085916655907,-10.5184241011555,-0.134563531522334
"1922",2,193,0.856257579306165,0.302036191247278,-23.0687781831965,-0.785113363681146
"1923",3,193,2.71943099038982,-2.7096743146841,4.33782016474013,-0.101767012967961
"1924",4,193,2.93187080182027,-1.74615090314054,4.62775738547213,-0.323906265953269
"1925",5,193,6.99404691497718,1.86131903466884,-0.421557887059059,1.1704192800628
"1926",6,193,3.01324746050123,-0.75504138255294,2.3404162159523,-0.542761581444096
"1927",7,193,2.56471598457971,1.06924322311869,-3.16545871319469,-0.335457929474157
"1928",8,193,0.256501443688806,-2.08782235617061,0.192054928253905,-1.73709555598818
